,lepton1_pt,lepton2_pt,lepton3_pt,lepton1_eta,lepton2_eta,lepton3_eta,lepton1_phi,lepton2_phi,lepton3_phi,MET,MET_phi,lepton1_flavor,lepton2_flavor,lepton3_flavor,lepton1_charge,lepton2_charge,lepton3_charge
38,122509.54475092237,60848.01114984175,24009.39614472997,-0.009805560027457652,-0.2592362876131689,0.28380734347339903,2.9951611116998675,-2.8000513619245417,-0.8390577757429201,45256.31273220235,3.1177789479295503,13,13,11,-1,1,-1
39,48870.368568948965,6993.605174206158,403.2181602860707,1.827738334462613,1.5739644564493633,4.9594694473997825,-0.8634062310182121,1.2655518879085395,-0.21159219833232598,5869.354916321976,2.339589030649102,11,11,11,-1,1,1
40,7505.6670747020025,7186.344180794341,3585.00460355017,0.2044103414334842,-3.7020866112496327,0.036835383542879435,1.027230597397867,2.9323518355961316,0.9239237462785382,199089.08682314382,1.2881863446404627,11,11,11,-1,-1,1
41,26785.17370562189,23035.96828080534,11000.578838932563,1.1130704692050795,1.043410477486725,0.3027477975513588,-3.0239799441214097,0.02926648984632285,-1.288254389238288,52313.1554631366,-2.243287493035902,13,13,13,1,-1,-1
42,62221.81583484456,58483.303443727564,19623.980157705548,-1.027049211280474,-0.31629378299786964,0.05048737811188836,-1.8479277064738397,1.1950024385570588,3.0739598032477873,228196.74218666635,-1.2460549831673184,11,13,11,1,1,1
43,86656.5002747532,6328.987464880051,4215.984525056215,-0.5223681524191598,0.3052828004023534,1.0305883875937203,1.8238909028379278,1.7271559978860052,-0.793887515713873,30507.64189545706,-2.7187490979068496,11,11,11,-1,1,1
44,159814.53371928632,8245.711032431036,5356.848239983413,0.7845971382825885,-0.09524598942030774,1.0001356272865816,2.9748067893902044,2.7313816623868075,0.12996568683984094,81892.74944316398,1.9695809280592669,11,11,13,-1,-1,-1
45,85407.3911566482,59257.7374233705,13526.851288591639,-0.15160287257276425,-0.30641221085451054,-0.24892285871909808,2.644032540950524,-1.932354635781561,-1.1187575835546475,134268.66660083673,-0.06928095909055507,11,11,11,1,-1,1
46,50457.528466606505,10177.187997684861,357.07317700448357,0.11030658054265395,-1.379351176586493,-0.3573665237006824,1.7171146910735566,2.82035058052599,0.49035450889468707,33609.16177206221,1.1032452920527263,11,11,11,1,-1,-1
47,26114.496554017915,5810.057373834403,2744.8529828204987,1.3076288174125632,-0.04411775566399388,1.883627554060728,-0.7613633762448712,2.5013379248252363,2.2696559336383895,230082.91992685717,-2.495659684257278,11,11,11,-1,-1,1
48,51673.194723152796,22216.531684411548,9208.053744559804,-0.149005201641069,0.47609774764977214,-0.19613147178398618,2.0158654842901194,0.10361939683893817,3.0342417483085797,163224.6285606497,-0.09352249562467832,11,11,11,-1,-1,1
49,39106.18148821748,16241.218974294303,15224.847667447972,0.6775992020517938,1.3180507217403066,1.7397554059796634,-0.1533620075724076,2.0579820744039705,-0.8555194101174808,288319.45144527033,-0.8433364300283388,13,13,13,-1,-1,1
50,103498.98063730482,11747.22872869696,9898.236541210574,-3.1504739171304688,-2.429534219377309,-1.6450685375609027,1.0565050530613003,1.111132403796227,-1.8087945463579977,39616.82028864885,-2.720256423061059,11,11,11,1,-1,1
51,15157.051642630473,14482.292621384511,7231.941753552405,1.814665965879376,1.6826987574080692,1.3091504321711016,0.3682454478588658,1.214026771541276,-0.9145015001320949,301144.930307112,-0.8949409473082772,13,13,11,-1,1,-1
52,73089.36088692083,13596.289108410943,1888.89460162742,-0.0420261117224218,-0.422530219251003,0.27319382106914253,2.20986999622449,-0.9056669391584333,0.32061992591614785,96286.22401246936,0.9634705084853125,11,11,11,-1,-1,1
53,60593.256515004665,18397.78295222683,7296.503462068308,-0.259129131358839,0.6998989886340553,0.16759239963946262,2.9118934062210724,2.164910074066988,-2.3302530589789936,254188.69262907363,3.0884349629042362,13,13,11,-1,1,-1
54,76061.53265666815,16105.29629206403,10072.918664871744,0.49388561854949375,-0.39507547707613544,0.7364065730455154,1.1769466657026026,-2.522379349100263,-0.10644271349860951,215488.25974422877,-2.7449574111790342,11,11,13,-1,1,-1
55,61681.8172689519,6170.3646171319,4970.826631159214,-1.5775424637483306,-0.43308758579386514,0.43124872631536554,-0.9591510954347569,-1.860341159821045,1.6091019642314892,90652.42910995185,-1.9552128125151196,11,11,11,-1,1,-1
56,89262.09206861588,6937.225689486879,3045.592873942549,1.45789098875991,-1.2821077908522,-0.011666965855544156,-1.6431029478594446,0.8937922575221028,0.22560255604613963,111649.02059354319,1.8584146398928543,11,13,11,1,-1,1
57,26361.70420542841,9800.26024960061,3533.048130138709,0.43223043574577774,1.3636807313925399,-0.6813940056639373,1.0870889509771409,-0.9356886483471641,3.1188263025897545,152926.6035866042,-1.6347802688709183,11,11,11,1,-1,1
58,45508.73382117353,7196.42996792281,6436.729470573822,-0.8871665936426301,0.2929998025973657,0.014932779449450704,0.6228362108864532,-1.9014212096654606,3.071861921140475,89651.85845642288,2.6927363790088195,11,11,11,-1,1,-1
59,38443.68270968677,33416.333020628124,31987.915522540272,0.5435914373983944,0.9448417025575446,2.668491317175492,1.8735696812968197,-2.6687425806026868,-1.8548189304969795,78922.9160065964,1.0859703649977441,13,11,11,1,1,-1
60,125391.8366988675,4218.663558349765,3594.472470272612,1.9132303827190056,0.36201122370625866,1.3608823698561918,2.7782070973306308,0.17955358102520252,2.48633977807282,67309.99394769903,-1.1313524615601696,11,11,11,-1,-1,1
61,85143.94981181741,20065.215874506568,2854.2891719866743,0.7847686536810599,1.1081375810370049,2.27507813104105,-1.530052927503527,-0.6170110492267755,-0.48787808056153115,82840.51908301568,2.8789928966757032,13,13,13,1,-1,-1
62,44709.28754265076,6892.820293151272,6866.582002609592,1.3189148129501005,0.841195924109785,-0.1721006989263034,0.6197071767009331,-2.45268330315877,-2.9407204599411285,170101.04167589723,-2.8236394946639365,11,11,11,-1,1,-1
63,71955.29448689106,25391.454270242444,4044.1344406793473,1.9124876928845773,1.3871869360337035,0.9961393282127735,-0.027123395475477055,-0.256605068879804,-1.3286894075432703,338706.5447859148,-0.40009916591158196,11,11,11,1,-1,-1
64,80265.3929547911,7002.737185212918,6342.485444929453,-1.2712407685361482,-0.6807176957287207,-1.2947396320966515,0.5568550485483598,-0.06886141425843394,-2.84326665103364,172858.52370237393,2.8344525931036277,11,11,11,1,-1,1
65,18485.30386434796,7878.549824262337,2660.2830787411617,-1.79220093360584,-0.5159653634498482,-4.030687248676989,1.7605181325820527,-1.6224662659066347,2.2755000297378323,75834.18174593324,-1.8491047963997298,11,11,11,1,-1,-1
66,83542.33239273944,10818.863828316153,5305.921614362244,1.0489929402471285,1.3551000888752576,0.7530257694204822,-2.7926888414588804,-1.22557033701142,-2.911021110980479,210325.6088056713,0.8108899028668852,11,11,11,1,1,-1
67,106899.76810882697,28913.926304217075,13897.937311167732,-1.9773945238709325,-2.222584387167528,-0.892482866286263,0.20507293888379688,0.15724463570027222,-2.625628461300967,188670.0155622241,-2.4324267051987882,11,13,11,-1,-1,1
68,42277.311446064814,5601.0720292817405,4606.881563415874,-0.9394477598817567,-0.8291453024563677,-3.172825832184368,-0.6230791063820474,-2.848915700703572,1.313417555953106,115491.09600753592,2.8925866903322857,11,11,13,1,1,1
69,37049.842715803294,18165.49693530909,3703.3965269565915,-0.9521829221599651,0.0029819398229790433,-0.7055006943155336,2.549933957427342,0.8395030441388656,-0.2707633509396833,328714.4879500052,0.5847144889034768,11,11,11,-1,-1,1
70,41290.84858854864,40778.22224611934,34723.061606278454,-0.9455980913549251,-1.096454432869746,-1.3795302898362278,-0.5069243466783461,-0.19008522321116003,-2.690383307353172,34497.754499184244,1.3569632779042358,11,11,13,-1,1,-1
71,48343.76356597794,18305.96706815288,5203.217973651325,0.5527291065689012,-0.3359210032670387,0.1738550318734181,0.04678399948981964,0.23048543966850882,-1.373077372499711,48666.281560874784,2.871029815916459,11,11,13,1,1,-1
72,201124.92536137014,121207.02293962122,3713.6055039872135,-0.19884541530446156,0.19759801320767162,2.543420555871454,0.068049872985033,3.0718077671291084,1.6901149816711094,87611.40701475932,3.1002408880439787,11,11,11,1,1,-1
73,90463.24407902274,15341.711610452072,13161.67543909645,-0.9295738824385542,2.054583236076436,0.0002257215158043575,0.39757223448544377,-0.9861589530314372,1.8492502998582145,117417.14230059313,1.59455492172024,11,11,11,-1,1,1
74,75664.8602010682,46674.89416081326,15431.820422930863,-0.3398756785517174,-2.8391968725169283,-1.4291138939397328,3.0654120155484863,0.34937079032531626,-2.357096329577193,30213.34308136649,1.9747494956130034,13,13,13,1,1,-1
75,16333.115795713918,14780.77095017301,11193.413780987987,1.5907445185605034,-1.2729310185639144,-0.002216717317866985,-0.05164137937292076,0.7411068341368231,-1.3480412301887539,105462.55510341206,1.2078550944412758,11,11,11,1,1,-1
76,66999.92163101635,13608.686278801655,3272.9012056619663,-0.27133101447964764,0.9911069817641243,-1.4391055177398109,0.6818987997689698,-0.4089186734586454,0.14148357224068608,143786.4436755501,0.37731928960455396,11,11,11,-1,1,1
77,83934.76609377727,13049.668485866016,2853.714547301961,1.764632402833312,1.48088857321711,0.44300133989068935,-0.41661682780816,-2.90736637168398,-0.019352548417009775,44603.99112611667,1.8220897030093697,11,11,11,-1,-1,1
78,167127.0215004354,74915.7014681732,37970.32987765517,-1.0604090481986144,0.808366981673951,-0.06802810162076707,2.7612164925433498,-0.25939255520651777,0.23019177663838797,161034.247595935,-0.926037186238302,11,13,13,1,-1,1
79,53341.82511027924,21423.342777724716,17578.135531348576,-0.1533761548908504,-0.19569069667384312,-0.4914909483062976,1.61901576038219,-2.292158635716911,-0.3239564279981501,120991.35091656295,-1.7735524172391537,11,11,11,-1,1,1
80,67302.133100182,9682.276550774264,5606.738809381267,-0.6543517661518151,-1.3259481281016046,-1.0463660396555432,2.7736529734562514,-3.062205576343727,0.6554154856586805,89799.35881654553,0.28482735321931957,11,11,11,1,-1,1
81,79877.95887587385,7256.895572506455,6884.59382202491,-0.8194001794162559,0.30953262224698735,0.18932734715887872,-3.1172195513475707,1.5977794185806102,-2.409913434008101,27148.74993167284,1.7748731896336667,11,11,11,-1,-1,1
82,111941.07690232237,16686.35945015499,955.7276884748252,-1.2248629852245911,-0.6145792261235417,-3.3350211358092006,-2.0962558769065707,0.1280438947452397,-2.4235412371424334,105096.21419401346,0.27453905507642873,11,11,11,1,1,-1
83,38546.26754124588,3453.5862000763295,2348.55741264012,-2.046209826166155,1.078941037928079,-2.283795845487344,-0.8290892060250346,2.4384978576814453,2.4678811358625974,177147.44312138608,0.8540094898507047,11,11,11,1,1,-1
84,42029.980193176656,33599.35884922353,8068.40508648606,-0.6155457654829656,-0.7566750036306555,0.26170582826684996,-3.068821738933145,-1.309613246121643,1.902776636893542,43672.28941654114,-2.9126264581804406,11,11,13,1,-1,-1
85,20697.71198378323,12170.649124526399,10667.959773638127,1.6844014614338099,-2.3260388566598875,-1.0812984792629796,1.7013730258945565,-1.8072372549208966,2.194864449532612,49214.43201547928,-1.0582675588955583,11,11,11,-1,1,-1
86,83023.79456476992,9886.092786268187,7007.243911325504,-0.8263564310311988,0.924173666236003,-1.9681168060545011,1.202265366958306,1.5132302810238252,1.9342726428057087,99816.24500939806,2.463292704693592,11,13,13,-1,1,1
87,73806.62098595525,32644.8266457504,27904.608405399114,-1.4989408083481226,1.0972022572340088,-0.708632944401271,0.14228339522781197,0.4470724571912546,-1.3169220358070224,13396.947306597094,0.06273718722101566,11,11,11,-1,1,-1
88,119240.0700991174,4622.984947956752,3879.7981285051083,-0.07150369698338939,-0.48787244789370215,-0.3904860486215881,-2.4468687894526977,-0.1632272807397375,2.981833152208446,78551.48931126297,-0.25841864487596067,11,11,11,-1,-1,1
89,23599.579676597692,17667.82064251907,9970.22472547354,-0.5062245342421735,-0.6091324453755853,1.0450820073172316,-1.3614481562204248,2.0460853463049746,0.21185611597612028,236482.18666669555,1.1897988784418732,11,11,11,1,-1,-1
90,11220.156510236722,9349.17307470352,6079.630547797518,-1.9604826894645646,2.4853592213504565,0.7521055619367776,-1.8599595762709527,1.5853812750473866,0.43571614035440154,128985.6981846527,1.7196706790954066,11,11,11,-1,-1,1
91,136950.63876335954,41746.072904721375,14915.577265488651,-0.9837434958585174,-0.3425238138615216,-1.3426630039100835,-2.0946433964570668,1.2058451800345233,1.4854019029806396,172666.37451168936,1.8540676675959364,13,11,11,-1,-1,1
92,46701.983553461876,7895.843482519312,3582.7832790774137,0.009548670052595087,3.0049533167613807,1.3067762476240188,-1.944368592264616,-2.3202356725570685,3.121344121393974,100348.00386155018,1.9140653317066412,11,11,11,-1,1,-1
93,79965.72468141302,12003.707308818779,5411.339117440586,0.2873241929458439,-0.5456621547967536,-0.6909203051338583,0.4277687125735101,-0.7536788792021066,2.9530930777167503,87131.04843294452,-1.7571976815286472,11,11,11,-1,-1,-1
94,58978.083453104395,9224.441366228279,4936.381902857111,0.35981218309770463,1.4829230461901912,-0.8495328360301387,0.031697678257112505,2.95778740253873,1.8408450512313734,130013.22080407669,-3.0012136491791264,11,11,11,-1,1,1
95,41522.541823488056,10701.788849651106,9400.852651172587,-0.34414114229636533,0.3281754319346675,-0.11311439936436989,1.4094077707580008,0.14342712915290654,-2.3736976936981593,211821.93134221673,-2.08930129471955,11,11,11,-1,1,-1
96,43033.34276751751,30372.900325706294,8950.073719785181,0.10366008077604118,-1.1180818258778566,0.6562207359641884,0.2640772328344262,0.832373903024445,2.147586820486115,201444.74031161427,-1.0029779861080141,13,13,13,-1,1,-1
97,30391.420487234223,19155.2611825331,16598.046374450805,1.509986225093688,-2.7083064857802026,1.0338821441711732,2.4076601508064353,-1.7176293974631895,-0.4863362711445086,354440.62906474405,2.81133888335609,13,11,13,1,-1,-1
98,40265.496542910514,25692.073711549063,13094.170218233392,0.4947130044427737,-2.11368581657933,-0.7149148509773469,1.6249179647862186,-0.7825304574330498,-0.9569170509275354,195109.92484418213,-3.0007538926637722,13,13,13,1,1,-1
99,68090.96002738288,8751.407942710672,2610.507423793513,-1.8807321713336864,-2.243450070795119,-0.7891332819835862,-1.3285108938543715,2.422320360583022,0.1594038807848983,74516.11840809918,-2.9009994615746986,11,11,11,-1,1,1
100,70833.43805021561,40617.203726048065,19452.797118015034,-1.1776162306587101,1.1214137832753581,-0.0549273438433575,-1.206734248116661,2.204849741591946,0.5262141114515103,226669.87636048932,-0.1692209712528724,13,11,13,1,1,-1
101,40883.314032651935,7837.472487788135,7710.152770365423,-1.0056812368147268,2.907160617003694,0.9234604745325029,2.0205416653970887,-0.18300051646907042,0.12602745095762496,207256.7134411546,-0.6036236212075682,13,11,11,-1,-1,1
102,19469.56177785765,7989.462960014678,3049.2802939736766,0.45584144114913633,2.246633721140476,3.48739350608595,2.82020317006384,0.79483103494125,-1.0714230455677571,108781.36164331734,1.3907213652222596,13,13,11,1,-1,1
103,80385.45887366943,54717.80499581063,19222.96112116786,-0.34012923673891987,-0.18755276498375986,-0.5576172594908827,-2.5145870166058817,-0.555969635235191,0.47586166663313717,100427.3638563007,-2.1767860872960134,13,13,13,-1,1,-1
104,113809.19850942999,23562.168951561343,15545.084937517455,-0.3926044641444658,1.269863178638053,-1.31240160443015,-1.92286480509642,2.979985857853577,0.5511542546161481,128331.02173158072,1.063359630660157,11,11,11,-1,-1,1
105,51666.525384668705,18703.999255708703,18395.35081046225,0.301254396909766,-1.5065152161933304,0.9237884008218934,-0.21023507997970325,-2.339226380030377,1.4649907283785986,167871.00566252178,-2.1763630734646595,13,11,11,1,-1,1
106,34974.22504331208,34351.928166459445,10159.15257271359,0.42739854804714744,0.9931581794729878,-0.3928392284712896,-2.789465966485326,2.3286810065912675,-0.012979246801550756,198109.33995563432,0.7293585142379376,13,13,11,-1,1,1
107,49975.56973533795,26768.68120826263,18780.001380284197,0.05046263182305276,0.5430444481730512,-1.0350164643907447,3.1363794248172305,-0.5187242777652454,1.2783367659923766,135031.38646619784,0.3022811785293736,13,13,13,1,-1,1
108,34967.840206267734,33188.91011587312,16017.785238750812,0.42196249071413566,1.9232029119291147,0.29935666875726774,-2.8660246063111314,-1.6354233359426684,0.653065964516414,171076.20214347553,0.7985134234168365,13,13,11,-1,1,-1
109,30431.139362100104,6144.100331715352,3100.083091722536,-2.185057295300713,-1.0595281933666145,-0.7227026909807954,-1.507215281948188,-0.5366520366731692,-2.3856382025846967,208856.02340815886,-2.905618933485195,11,11,11,-1,1,1
110,45882.91283581287,9953.764723410934,6427.458208492211,0.5675080727539576,1.0771356436474389,0.09048878242405194,0.8023699552848016,1.0664392212009552,2.9467555618481414,182283.83969136854,-0.5094532508829033,11,13,11,1,1,-1
111,64219.37292219291,24402.79539601765,1505.7676545071618,0.006413804718634301,0.5722009959072335,0.024224126150012834,0.44123687697389163,0.7863056023158785,2.4268949285987773,15652.19147772476,-2.8038672119932064,13,13,11,-1,1,-1
112,18185.77862294462,17184.882783581048,7056.007503231011,2.535298427526757,2.1795251116939616,1.1827954839701247,-2.959707737787386,-1.576807866558063,1.438780275044848,82687.33118933534,0.5619254690897817,11,11,11,-1,-1,1
113,32082.0897234501,6933.558022339939,1310.6288219661456,-0.3036030981562003,1.1763593055469517,2.455141901314151,2.5100431407928525,-2.7079522230390327,-2.400707304381272,115342.83133904773,-0.9904343655006246,11,11,11,1,-1,1
114,22609.897538759786,22032.41010727283,5823.878677674244,-1.9744415302541036,-1.0290931312354612,-0.1235749930435504,1.0007972983880882,-3.058519685834927,-1.1758113209858525,98610.39253470648,-1.2392693248413178,13,13,11,1,-1,-1
115,74586.24891290713,1901.6082436108654,1475.9143414401185,1.740475874162076,-0.5642182906144072,1.0006875193045148,0.12466574917936273,-1.8956388914460525,1.9797172365543525,73714.93859968921,-1.3455341485268222,11,13,11,-1,1,-1
116,62372.81256698596,40517.8968469947,7618.535461451141,0.8496115060906467,1.003839420900294,2.2145199224419225,-1.1319640592476214,-1.3621536439178012,1.3083147341049546,122968.57502936962,1.7860402662720982,13,13,13,-1,1,1
117,74119.68945927938,14665.6778512769,14429.075299039896,2.102970732872463,1.27393126469148,1.6934650518554446,-1.2785995816506657,-0.9329923969455916,1.1130902326012682,286172.2537918356,-0.4582905237819882,11,11,11,-1,1,-1
118,113940.93303371008,93579.31174711655,14931.825038725416,-0.11489652669219573,-1.3605376430699505,0.4543992148582661,2.2905113734558635,-0.4119869402629743,-1.3402742064280189,90737.3626661449,-0.7129888117539498,11,11,11,1,1,1
119,102026.90555409482,16781.371431313484,4857.252954096228,-0.5861849206864763,0.2085489039609499,0.9094047832058143,-1.5548378382122323,1.614505359341678,-3.1126434723083207,92558.5001089113,1.713910829372106,11,11,11,1,1,-1
