,lepton_pt,MET,MT,Mll
5496,94515.0622747,199568.582318,313979.770233,24562.1975892
5497,73636.9462995,78777.4643742,223073.700517,18121.3530341
5498,41855.3422627,136345.223749,356115.414197,22682.8854715
5499,59722.6481384,274357.31753,374849.324732,22682.8854715
5500,41069.0864341,198906.331681,296883.31558,22682.8854715
5501,67223.8054896,277628.378565,380293.191229,59805.2885611
5502,30656.594059,155820.016256,450388.615735,247923.146799
5503,107556.589344,153135.04841,453360.256263,247923.146799
5504,117342.821513,92519.9851094,281087.884562,96411.9446951
5505,40699.9300941,106895.840635,303746.325854,96411.9446951
5506,35762.1426625,74303.1128806,143603.612111,96411.9446951
5507,101103.154009,123424.255604,253516.228948,60650.267946
5508,35094.4397548,150727.488781,214865.834148,31253.6917326
5509,118625.607595,32393.7216933,179792.585539,31253.6917326
5510,72771.8574656,23302.0969774,134880.525754,31885.9689183
5511,107484.535321,122546.022322,258762.701518,13515.3779474
5512,11469.6386715,211000.73469,360314.129636,13515.3779474
5513,38918.7657597,35882.5135861,105348.608875,31227.475504
5514,54077.2135371,116651.693992,194237.049461,33514.6932042
5515,75193.1796048,122553.305618,283397.725414,34826.0326529
5516,35242.6760339,29369.6892922,172631.422685,34826.0326529
5517,51586.2618142,103789.239447,220820.053586,45946.8567418
5518,59924.017989,237394.043585,601019.958283,32910.9521516
5519,119480.110176,162762.99394,326842.556958,32910.9521516
5520,53012.949588,188084.65674,247210.190439,16193.7236204
5521,18571.3192683,34114.3037785,109455.486678,16193.7236204
5522,62948.7377819,239320.97549,321448.378961,16193.7236204
5523,180142.534705,514694.34544,840983.624369,196065.678108
5524,7400.47835284,461902.232596,661892.710608,196065.678108
5525,155891.831204,23368.8157301,276038.851753,167506.34771
5526,108550.363101,132049.726165,647314.636329,167506.34771
5527,112827.442705,31951.6271135,314067.391203,167506.34771
5528,88934.9502597,178242.914148,311972.916259,167506.34771
5529,77268.8116345,138347.223556,241370.795974,167506.34771
5530,133828.127159,195834.935619,456401.865934,167506.34771
5531,95178.0740787,11338.9542009,126536.891319,32399.1504173
5532,101120.105063,43024.8345417,351282.75385,284546.966692
5533,174055.11132,89351.1181871,314860.679833,284546.966692
5534,79879.2846192,52823.5621362,214251.439186,284546.966692
5535,35880.5984481,76492.4984466,359234.751307,284546.966692
5536,23682.4333278,190475.406157,354335.369538,40983.8598631
5537,42576.4211013,230285.546211,506049.257184,26787.7054275
5538,48839.6247531,13842.6274914,83370.2026468,26787.7054275
5539,41426.0192869,225917.631372,349002.967644,79051.843682
5540,57721.6330542,55912.3004577,164014.664482,79051.843682
5541,159854.894356,605122.388943,791846.991572,79051.843682
5542,161738.527896,147053.110694,472857.884768,79051.843682
5543,42093.7199997,117206.592803,184893.554607,35992.3632182
5544,141897.827835,28164.2187469,190075.320378,48052.1296908
5545,99139.8759071,185741.089208,333251.503822,48052.1296908
5546,76693.2828021,148599.448323,255066.611528,7233.60664867
5547,95742.9464213,162616.820023,329556.113585,7233.60664867
5548,34329.9986636,244250.615686,378595.207872,41644.0896085
5549,55442.2778803,128293.205481,229496.998669,22416.0036573
5550,109450.15128,179873.098824,554085.067038,57448.2974264
5551,83561.7813517,101546.705332,327622.549833,57448.2974264
5552,39191.1495418,112895.981969,190401.373492,35043.1816965
5553,52108.5460628,303516.943771,421618.002569,35043.1816965
5554,46511.4097655,148273.845077,227676.854779,35043.1816965
5555,68677.0003793,113078.014996,211885.124533,62551.0413066
5556,88963.9312671,106800.126154,230808.862396,40708.1568032
5557,74873.2026182,79208.7529488,235446.21856,49319.071088
5558,130073.862685,93804.4098711,317116.680886,46254.0655446
5559,52051.1471808,162316.265107,346572.45054,68401.4134957
5560,72392.3502466,65877.3219405,269106.776734,26712.221455
5561,47529.9354066,135049.153047,335769.530684,139189.630869
5562,55739.0853099,122949.240118,289116.86952,40492.6835127
5563,39851.8840356,112746.582216,235886.408234,40492.6835127
5564,101940.236389,133169.184786,360804.729587,40492.6835127
5565,25558.6951459,73042.7058256,151927.274624,63296.690505
5566,93824.2498693,73502.0107488,195756.779346,63296.690505
5567,77807.1210643,115294.304462,223679.951726,31015.0838621
5568,25261.800851,177075.065212,242879.20994,29870.0858014
5569,151081.95558,63303.524302,254876.537759,49892.8066007
5570,84918.1762651,69759.5664893,178871.922706,48304.3998688
5571,51499.2300108,28324.9659406,164239.608954,48304.3998688
5572,54418.2251617,41430.791795,138024.452062,48304.3998688
5573,69779.1660186,34735.2189701,137367.219855,40567.5026139
5574,69249.7527062,106765.656747,294201.355865,40567.5026139
5575,100522.186461,253837.886786,465382.872367,40567.5026139
5576,60378.7734987,99344.7227275,199908.57377,23600.6142898
5577,40937.650604,102205.39701,284997.940541,23600.6142898
5578,34050.7197724,124140.215235,206567.576755,23600.6142898
5579,37339.6640789,85354.6673334,152109.558748,34295.1030644
5580,69044.7690878,48153.5106622,139308.149776,34295.1030644
5581,29958.5827388,173130.315599,232720.588233,30179.46159
5582,82945.1854718,287967.149703,386451.979574,30179.46159
5583,58455.5480856,189107.64694,300726.652416,17181.6440752
5584,104221.363844,116935.394156,240933.508622,14019.7728795
5585,70760.102228,134985.037878,222542.335903,20224.2273043
5586,48944.8187095,81767.4428015,184847.114141,44255.3896264
5587,72039.0750279,84922.2093896,179709.489965,23699.8879279
5588,62956.6039053,92063.3482805,183970.975486,10113.6753202
5589,69566.7858374,176377.864248,288210.383846,37071.4256272
5590,21335.6435534,97985.2053811,159961.075098,9418.98792717
5591,77635.0742841,148048.506961,272835.305766,9418.98792717
5592,47347.1472803,130727.613646,260174.357408,9418.98792717
5593,97832.4111846,113489.904214,291161.91445,9418.98792717
5594,31370.8747537,165353.587169,241112.759415,53646.3265434
5595,69806.6006803,139781.710923,248624.019995,53646.3265434
5596,151435.560376,125074.457982,311083.763545,32502.1072835
5597,43044.1844831,54060.858839,102698.625848,4676.66462486
5598,31798.2532763,99188.4142078,352473.650408,87779.9942689
5599,86712.8236196,130933.946146,242946.13191,8591.91502504
5600,142475.851582,316639.873202,480180.455409,28046.6108901
5601,98660.0712326,86797.6853136,195271.039648,32488.688765
5602,85129.1730237,47968.2863216,190050.736328,36450.4023132
5603,3738.43044756,73620.2103825,156328.819813,36450.4023132
5604,20837.5169661,173067.085434,403705.046707,36450.4023132
5605,155770.568522,51068.5147571,228739.528568,16989.123268
5606,11224.7520102,215135.433175,321099.53952,32269.8790667
5607,7462.94460955,131713.404434,160276.117176,32269.8790667
5608,45263.1159459,17616.7101062,100844.359278,52328.4483194
5609,143520.763475,264361.891938,488903.288728,141205.963712
5610,52104.7722734,51453.6844218,178746.43588,141205.963712
5611,20017.6501761,141670.14742,218808.950983,32059.309647
5612,113589.128204,127334.216887,350801.809982,32059.309647
5613,75120.4393416,140531.331727,399501.263986,55142.6149699
5614,27139.1042203,204210.725664,264512.348895,27761.0808936
5615,27368.2428175,209984.241706,274268.411009,35927.0714158
5616,55603.8598829,169151.985153,371356.874807,35927.0714158
5617,140504.059178,155978.364881,429192.083674,221356.837764
5618,12830.6109148,37501.2371808,74896.5762408,29232.5964388
5619,53012.026768,64003.8902366,261168.145895,29232.5964388
5620,47117.9331033,122254.031476,262468.211501,27594.8683662
5621,46274.1864971,238748.189224,409907.70584,27594.8683662
5622,112083.176595,216590.599769,433448.575626,27594.8683662
5623,148745.630836,135223.691727,407918.115281,27594.8683662
5624,76047.5768205,458070.734189,565083.657449,51131.3152511
5625,55030.1284554,65850.5951647,149731.379785,34358.0925454
5626,32832.4690187,56898.4145185,115799.106866,34358.0925454
5627,53387.1022261,322872.367665,392383.196893,33397.23524
5628,41437.4315837,306160.537171,367693.227163,31397.686347
5629,36371.9789225,101892.178602,299103.254017,31397.686347
5630,65012.3106989,129780.183817,350231.418834,31397.686347
5631,119572.130288,91822.303497,363703.840866,31397.686347
5632,71699.9610591,184917.588982,290944.468481,31397.686347
5633,49463.7736481,112000.040999,176539.51986,22348.2521617
5634,50721.6422974,158525.225892,245698.711703,22348.2521617
5635,51609.053231,108931.466324,248447.714891,52662.4065954
5636,63760.0622875,134457.935531,387942.821532,52662.4065954
5637,11730.3856797,45423.1215586,101012.796614,52662.4065954
5638,65530.3072695,36084.6913638,139132.338055,14210.8279866
5639,74847.5421912,135278.435038,320211.491799,14210.8279866
5640,59079.0076509,142729.115555,294998.693164,17846.6526438
5641,84953.8690665,115651.621278,244991.778543,39085.871322
5642,123800.435103,95043.2740943,249545.491369,23493.3226453
5643,57364.8627699,302843.847379,376907.348667,32507.8454965
5644,46542.243975,279386.991561,384976.508155,32507.8454965
5645,7857.34864253,189080.081182,246619.471011,10583.8582323
5646,87380.539505,105978.950173,255817.675359,32669.7326355
5647,67530.7908991,145985.808049,353899.585073,32669.7326355
5648,22479.5300068,205527.648219,290610.422559,18795.3282297
5649,112125.76463,107819.614568,261925.84908,18795.3282297
5650,91288.1715248,77244.5810797,194139.9872,19620.1573632
5651,23620.6219832,130566.316174,174407.774085,32639.7908931
5652,125936.267098,423013.669924,586751.482726,32639.7908931
5653,115962.8489,81072.0032815,221305.392089,19498.326524
5654,96621.1177004,43534.0487718,170310.623043,74447.590402
5655,58647.3084637,190637.687741,313113.969832,17834.7528049
5656,88642.7787917,308675.658926,466109.819547,27889.6662073
5657,64010.6853972,167189.376294,257380.236316,11936.0898793
5658,25104.7204519,111857.058391,173535.327769,11936.0898793
5659,154364.941567,130075.287415,394380.500747,11936.0898793
5660,52334.9461708,234216.193406,324958.550619,11936.0898793
5661,24628.1967455,86000.4306071,188684.678346,54343.5867156
5662,110016.145695,354985.426046,549133.850256,54343.5867156
5663,31690.3967462,36885.1113766,107940.549393,43520.0484464
5664,99292.9639125,316564.448303,467253.692032,43520.0484464
5665,29117.728322,146589.940702,250376.316599,10677.515825
5666,16365.2752955,255498.4442,372037.311587,10677.515825
5667,65087.0117637,148950.620774,296553.071318,10677.515825
5668,26217.4612212,195085.332391,341539.013095,47180.7002402
5669,102942.062641,350812.00973,542829.520831,121846.468076
5670,27264.0968505,148530.656188,229645.593936,50028.2530442
5671,16673.511504,157504.287709,285897.787044,50028.2530442
5672,56210.0287619,84453.4893409,162302.987478,39248.8249663
5673,20078.5347187,396948.966914,615606.536632,136311.703996
5674,35063.7073884,38922.9225038,120847.153155,136311.703996
5675,77019.5539732,228875.146531,392389.994355,136311.703996
5676,66444.2871589,29129.6684146,121030.817118,16986.3759349
5677,54362.1841431,156143.179437,267048.692258,16986.3759349
5678,45400.2241343,549617.919757,662564.243229,16986.3759349
5679,8163.78484482,95205.2481447,239100.054494,46279.5819393
5680,47528.8655617,97708.9930259,253811.201049,46279.5819393
5681,82209.2006011,88089.3084389,216347.867112,46279.5819393
5682,137903.139585,235811.174456,391566.751396,18352.0957211
5683,8088.83602633,79908.6770437,143976.423204,35030.0616563
5684,100842.151017,221310.383546,365797.741819,52518.3868977
5685,8756.38960937,266673.042351,294513.844825,12323.7173536
5686,126734.490046,230605.55767,489739.898911,4374.5286968
5687,60249.2990653,63768.9216896,163244.721648,38186.1191431
5688,87636.7976171,104281.43197,284188.139432,38186.1191431
5689,14004.8918288,51183.3608786,139990.485976,34943.7230444
5690,59458.6302659,328450.018506,619287.407257,34943.7230444
5691,50106.9092359,36552.8366453,103215.392821,25463.7728294
5692,20021.4305157,268806.175524,329880.737251,45845.8296871
5693,71350.2347753,132805.550785,260627.896767,72405.134723
5694,50317.6281326,156233.639817,216254.540989,31266.8665349
5695,75859.0382242,70732.5527479,178803.136866,31266.8665349
5696,23828.3788106,176741.070158,230488.881562,31266.8665349
5697,66405.1634665,65263.5263849,265357.391747,30975.516578
5698,42551.3961338,95125.799859,210262.675138,43771.5978176
5699,39722.7889474,86098.3997556,163182.779719,53402.8030892
5700,27311.7832205,48693.4257098,122553.969612,35217.9517225
5701,23972.9522252,171157.517115,248327.087281,35217.9517225
5702,35255.7297956,208584.032646,357548.063204,35217.9517225
5703,80964.027746,269729.076901,640282.063036,35217.9517225
5704,19739.0418868,144560.403587,222732.936937,35217.9517225
5705,77273.7953952,103913.58379,449551.722782,35217.9517225
5706,71775.9868832,172228.050627,262478.398761,35217.9517225
5707,67650.7196086,76859.9674157,237992.624891,6818.82758331
5708,166329.124887,449085.426256,837653.735366,29078.2359043
5709,106615.784383,128311.077105,255452.953037,35582.6086121
5710,18552.545556,112878.275193,221707.497509,24614.5353908
5711,11057.7567156,45408.175821,132687.792084,22992.3031016
5712,31239.196298,85843.4964814,230996.175148,124170.975078
5713,112594.969295,74181.8710896,232100.396043,124170.975078
5714,70207.5813496,22881.2032152,111288.512554,50001.3521816
5715,61127.4697126,127307.883768,233468.540864,50001.3521816
5716,77239.7476192,66597.0598565,225746.638065,50001.3521816
5717,52006.4411369,165810.503716,671893.450248,50001.3521816
5718,19826.6686271,94434.8008241,183038.183957,50001.3521816
5719,14555.1846704,206116.342309,272941.728158,50001.3521816
5720,14756.7732606,210478.122398,322510.34457,50286.5137281
5721,52571.8457077,113173.851636,268846.9008,50286.5137281
5722,61812.0181269,69885.2667177,179937.330578,50286.5137281
5723,41799.2250506,35323.3677289,113510.870608,30915.238382
5724,98309.4680911,149584.32763,382401.252832,181724.107664
5725,74569.0174394,291440.316746,395265.450496,32238.5550491
5726,42473.2459911,296867.392114,420765.214353,80486.53257
5727,6189.90945876,74743.7619672,119648.178497,24038.7964006
5728,34899.1166269,102030.237929,186146.469877,24038.7964006
5729,55557.9342968,292081.359389,388594.546574,9700.29904308
5730,58639.7009671,368264.238327,463332.933756,9700.29904308
5731,50486.067533,96720.5806017,157124.30811,22996.6004403
5732,57836.1319838,262507.006162,589374.504407,22996.6004403
5733,42257.0797469,106675.847725,205565.800269,22996.6004403
5734,71417.7380839,29144.8987837,196852.142658,22996.6004403
5735,28143.6984029,110140.401001,204376.468304,22996.6004403
5736,88784.4189551,181141.865567,328739.717687,22996.6004403
5737,26365.0597375,190725.399798,265437.435635,22996.6004403
5738,80008.7287284,244826.279407,335014.973484,20805.5004359
5739,23786.2529462,73932.8992692,116520.487237,31578.409045
5740,5382.483221,200130.700291,272068.600804,17922.8804178
5741,39067.8896729,151934.751587,213812.859222,38316.5323053
5742,19064.2654687,197392.248071,289959.525879,30283.7999165
5743,26556.1092704,112740.694501,213616.437412,30283.7999165
5744,92431.2963043,132155.139369,288108.274309,30283.7999165
5745,61785.9250797,92418.1937189,192004.523746,12069.0797819
5746,36583.737673,51067.2887991,115404.922664,12069.0797819
5747,22852.9421232,31897.4410302,101159.10519,41266.8563268
5748,14495.8404951,190244.940573,244063.325475,28915.326129
5749,81903.0884116,56779.289055,181273.291282,12448.5130623
5750,85314.6376318,93819.5585841,722555.214402,495020.53959
5751,128263.808132,127839.193857,269857.645367,20545.9822423
5752,67583.1930906,85490.0474504,170218.456701,27954.0776399
5753,132475.411156,138151.334425,290371.898397,36146.0284576
5754,4714.8830634,127976.23112,215929.290215,60479.2121019
5755,92194.5489219,182027.389686,316364.798212,60479.2121019
5756,87939.5642343,17995.8864841,296222.336381,60479.2121019
5757,183762.248266,56072.4001618,377361.68461,60479.2121019
5758,62918.5080652,244103.26191,395642.09166,60479.2121019
5759,10448.0616728,217605.744197,266310.588356,29558.4760647
5760,46546.6055289,88935.299245,170609.463106,60111.4546778
5761,105224.412621,52032.5156384,172661.519702,30439.911721
5762,35738.7286078,112642.158465,159320.069601,8040.76750651
5763,98270.9633083,149511.642108,274784.324957,68504.6598912
5764,108148.259451,56696.9618419,188135.994594,28057.7114105
5765,86315.6731663,21584.0398074,152615.232722,29593.6306145
5766,80851.2712329,95321.5945113,190694.341896,30125.893741
5767,184316.479012,400980.816405,600799.365182,13476.7423261
5768,7798.03478363,139623.308128,178452.007574,24092.7160191
5769,69616.5815827,129341.35013,250849.630466,24092.7160191
5770,27219.2013251,265572.908314,399611.681496,51952.354482
5771,81177.9577186,204012.723854,324186.817604,42230.7598565
5772,96753.2489365,229581.329998,362710.358258,34974.3345826
5773,101326.487729,237785.803654,345310.523677,34974.3345826
5774,82331.4002093,70725.255658,194516.218542,34974.3345826
5775,56373.5128221,49249.1916402,210847.343147,18752.0013751
5776,66188.0726473,125151.092195,224748.123692,34331.5271402
5777,67615.1757789,76090.7590437,182111.766889,34331.5271402
5778,173847.683588,56601.5297152,544000.42792,34331.5271402
5779,267292.970637,264823.071004,633180.182963,37896.6073639
5780,58911.6127275,125949.320996,223685.085726,15366.1753247
5781,47075.1273432,90375.07894,198021.17166,53982.8856666
5782,51033.0695327,102174.986042,210613.314471,53982.8856666
5783,99773.7102701,64040.9946126,501584.205027,326895.784827
5784,55639.2048347,503010.485525,644851.410153,326895.784827
5785,47193.2020619,62624.4213391,160886.529213,326895.784827
5786,25186.1302749,53725.4654694,97420.1687528,26554.4122582
5787,44039.0264191,207360.21153,308943.666903,26554.4122582
5788,96236.6100303,162155.421999,438486.241219,26554.4122582
5789,53296.638355,258073.89548,362515.323907,26554.4122582
5790,138704.849256,142353.498754,403864.819977,26554.4122582
5791,27997.5556156,149569.452936,257531.055274,37832.5307032
5792,71700.2363222,309228.044008,401513.132622,29876.5304498
5793,14088.3367756,279443.020249,342511.938029,41686.4614611
5794,85672.4135919,217959.987896,383471.005558,41686.4614611
5795,32580.2486941,129778.959874,261574.132146,17107.1765875
5796,15190.2788917,117826.935155,183922.497125,30917.2287529
5797,35394.3740042,68512.534813,135657.645682,25552.9191072
5798,38743.1694737,241391.544699,492871.953846,65417.291257
5799,9310.52059053,150103.553093,344988.51075,54146.5349317
5800,127257.035953,139367.379291,354479.147978,54146.5349317
5801,89220.5371864,101326.054204,221854.6861,54146.5349317
5802,103440.202633,15183.72212,176477.156907,25098.206337
5803,172960.278904,36617.4272036,304893.623342,26099.1628608
5804,68464.3232114,156275.057806,256751.573983,48972.0503503
5805,124851.612113,43300.8907468,281022.250277,47485.8708323
5806,86533.4635708,201652.697419,310098.535459,33938.1030468
5807,45469.5890844,20244.5448977,98280.8240247,33938.1030468
5808,22014.9960591,208364.444623,257780.094828,19561.4249638
5809,24284.6921235,90405.2245706,145154.615223,31892.5983198
5810,83068.4176619,117052.117981,230291.882165,45366.8268144
5811,34496.4483474,280184.565573,466697.286263,45366.8268144
5812,82009.9261214,94115.373785,276127.101466,45366.8268144
5813,50043.5574926,243031.719403,340736.841703,45366.8268144
5814,94771.8081705,213274.554762,439248.726082,45366.8268144
5815,21037.2884119,132476.360142,222998.255537,34703.9575072
5816,64655.982563,4027.00712921,94723.3886724,49071.795711
5817,158130.676343,75610.2923235,345132.011622,49071.795711
5818,42417.6940601,55533.620988,130490.729769,49071.795711
5819,77494.0985707,403875.075017,505171.817345,49071.795711
5820,25407.6019096,112194.199299,249070.954145,49071.795711
5821,123427.858014,87743.808028,245136.089612,26772.3807783
5822,12796.1550423,208823.388424,298942.656007,26772.3807783
5823,17433.7009078,115925.206327,189131.251081,13303.6384601
5824,158914.507762,196484.109039,430398.667152,13303.6384601
5825,110133.757388,61200.5314658,186430.222817,23749.5722319
5826,32372.5599644,115135.795825,175666.196415,24231.2781033
5827,19080.541616,61853.8854252,123683.343712,25097.9417762
5828,27587.5135139,80876.0570252,141353.116719,25097.9417762
5829,46846.8851495,192044.113176,318979.181001,25097.9417762
5830,6819.80688418,117553.930744,176781.027257,26867.3649038
5831,22066.9513395,161854.924355,300933.843855,26867.3649038
5832,60025.3399864,118690.789726,240632.356105,52285.0350993
5833,34137.4808098,43887.5294015,177368.034498,99022.5615139
5834,99890.0811843,275544.463189,403768.949619,18133.5584973
5835,28154.0726645,69367.785232,141742.239604,34072.4413624
5836,44799.5150231,150584.620147,248532.118653,48020.4125987
5837,35517.3482447,69484.3032709,143012.62861,48020.4125987
5838,25082.5196275,56222.0393909,118325.169688,19826.3073846
5839,32631.9773053,233869.139081,362913.826632,34787.290904
5840,21913.5734585,130180.777805,187850.728321,34787.290904
5841,68583.3256706,141712.680796,249308.67151,34787.290904
5842,40609.1129168,61205.8754695,120431.39328,18396.4435957
5843,96066.3166457,148690.595218,305978.234392,18396.4435957
5844,8260.20094117,139019.210886,245874.327365,18396.4435957
5845,33940.3839458,96814.4386433,388982.314492,18396.4435957
5846,67204.4780619,45177.6546751,128550.786696,40366.7629082
5847,11082.7005741,177449.193078,325945.474212,54570.9839157
5848,123733.164625,105254.212007,274928.539525,54570.9839157
5849,169994.003848,212645.258635,438434.163865,54570.9839157
5850,43792.480077,74625.7484385,152624.599666,26405.1217172
5851,110396.521191,75057.4431556,201948.591841,22805.8163927
5852,62205.5792742,265762.695442,385983.986107,22805.8163927
5853,79523.7241036,81829.0737759,203935.693102,24883.6535447
5854,75934.9109796,177359.779257,341140.964299,17271.8707374
5855,45648.9212951,242407.947951,335512.030692,17271.8707374
5856,72960.0142442,34586.7749073,169484.634305,17271.8707374
5857,36892.6735567,84307.0387404,159070.845204,17271.8707374
5858,8451.74339563,78827.3373771,137055.734426,17271.8707374
5859,102980.846915,103572.367409,428998.292499,17271.8707374
5860,33787.8273863,126083.135085,208247.943632,17271.8707374
5861,43244.4042984,70540.1974099,244393.780617,17271.8707374
5862,116295.226229,433220.036362,605854.032093,50034.9940385
5863,30218.6588152,47860.4697094,102023.167461,50034.9940385
5864,46482.8626026,158197.097438,244750.936965,50034.9940385
5865,25328.9029968,112741.568505,264586.88467,50034.9940385
5866,78679.4824375,186729.238265,398094.065492,50034.9940385
5867,10991.8195415,164863.468729,246224.630837,23109.6437396
5868,74741.1732399,114644.603043,273310.472121,23109.6437396
5869,11489.1405419,104324.032232,168565.489901,43561.6960961
5870,26359.8800767,243540.245577,318132.527757,41464.1565043
5871,34599.2776084,57608.7576895,161345.332652,41464.1565043
5872,89639.2100747,208202.917524,412957.494425,41464.1565043
5873,40565.5053382,153265.91682,268603.00985,19124.6426194
5874,35847.61354,207629.489192,295523.09311,19124.6426194
5875,22886.2270661,229436.739872,291341.592339,36426.6217513
5876,41822.1894141,192136.918331,256372.637073,31050.5019733
5877,72671.664535,44751.8250816,180234.20764,12824.3739174
5878,78272.8658973,153594.63435,262971.179283,64156.7505342
5879,100071.257834,110926.008559,355810.235243,64156.7505342
5880,59661.1474857,375087.206509,469959.928678,34852.895683
5881,17222.6353398,97402.2519053,127574.169521,10002.1037499
5882,41342.0298833,58845.8757811,140850.312754,10002.1037499
5883,106454.566569,109887.288488,236859.841954,10002.1037499
5884,30790.8774453,8167.55760195,68698.1095979,27538.6806614
5885,27719.1791109,137252.346947,295546.208524,27538.6806614
5886,15817.6101825,135253.294188,369482.000632,27538.6806614
5887,62842.0867533,155305.992843,242740.481068,48709.869382
5888,146165.778804,85454.6755692,255032.874583,26220.2179311
5889,22253.3036124,127021.031079,204595.977423,29820.9622834
5890,83455.535058,112896.100204,289123.277752,23691.5453829
5891,83694.3522732,170244.207675,311258.953344,61387.6599939
5892,64152.8158912,135427.24169,215849.748756,61387.6599939
5893,56477.0593883,73225.6696139,167251.591183,43726.0421808
5894,59697.2190191,227953.964063,468705.077222,43726.0421808
5895,135729.539968,153074.449131,383459.804021,44996.3119635
5896,16222.5850083,17431.9271235,46235.4107315,350.302507113
5897,91603.2520706,168758.921749,289790.950265,350.302507113
5898,55672.1417547,65255.9786285,259007.470182,15822.4775883
5899,36295.7307964,106866.273284,149833.366069,20552.422948
5900,63861.964577,115621.50333,191136.027796,21341.1180737
5901,20394.9965748,247422.910026,458876.082623,21341.1180737
5902,70145.762292,146975.638191,277402.816255,21341.1180737
5903,22131.2726293,261647.316333,318429.623164,22321.6268364
5904,70400.1295525,336031.385758,420280.275088,22321.6268364
5905,84210.8846865,226954.985691,351264.070979,49832.1125889
5906,19243.6596838,85781.6877456,140234.915249,18076.6326155
5907,133027.965597,85584.6507795,257284.10194,1976.77279326
5908,107584.397984,88350.2058831,272191.316315,1976.77279326
5909,44772.9785716,62183.1566992,124169.525852,26752.8919582
5910,26384.3903601,202666.760448,249157.194433,26752.8919582
5911,61417.6692414,21404.2417801,169049.235186,26752.8919582
5912,104616.054401,119406.921944,257173.721771,40415.6805181
5913,6844.41394945,70549.8806944,94953.4275228,19310.1159886
5914,30791.4051542,51844.5891306,105696.453031,17733.5726254
5915,109926.907994,169081.59627,390658.433823,17733.5726254
5916,41302.8553831,180685.076103,276918.088584,17733.5726254
5917,28842.5091439,47960.0421663,125276.513903,35269.6185571
5918,121097.578224,169163.647312,329185.671294,35269.6185571
5919,10631.2025798,153422.493164,326495.084119,35269.6185571
5920,124064.345596,171594.549987,299128.881519,23050.9576841
5921,68230.3232972,92538.8333803,218354.483523,23050.9576841
5922,51486.1887887,67689.8076997,174379.265023,23050.9576841
5923,29052.6876009,247533.484528,311671.27265,30027.9076085
5924,36978.4443316,53268.4926678,139857.987549,41125.0676771
5925,38062.484644,128495.157162,183395.033415,17323.9947167
5926,42771.3884801,109961.320556,168655.505662,17323.9947167
5927,27327.3786335,96006.7267654,237114.054717,17323.9947167
5928,143296.316549,208476.100535,372110.522499,22482.4894482
5929,85433.6214239,189562.731575,295387.757766,50891.2442698
5930,44182.5484562,261242.937661,320143.517385,36867.0102076
5931,107930.065654,689548.608963,839192.375681,30750.0860025
5932,141929.25555,145247.210329,345134.503405,16461.9989081
5933,47836.9805796,175914.367661,302206.135946,16461.9989081
5934,152127.90365,63064.0679121,244326.651921,48531.1781775
5935,31914.1647919,106767.935466,221313.210736,29712.8737459
5936,30011.7912088,157244.296689,242101.946576,40740.0381623
5937,44536.8850386,94984.4733959,210065.268364,68767.7494589
5938,101147.787635,207944.286515,346727.641434,31218.4276376
5939,149562.519083,55109.8284398,358262.52618,31218.4276376
5940,27028.7445037,30680.1811074,298366.081996,31218.4276376
5941,41382.8023415,83947.6335967,166040.393917,55750.1524672
5942,15370.6846268,387822.354026,436162.496192,16621.8427247
5943,47341.574804,272926.003645,359399.65249,16621.8427247
5944,36986.7737164,132009.381539,244237.447766,42762.4539224
5945,58872.6811883,25001.9608259,125660.382004,32395.2589192
5946,116195.363468,53583.6666922,281999.416011,183606.006547
5947,108665.90976,114919.898315,254563.37865,50010.4802699
5948,12801.1396289,110564.578764,208627.25283,50010.4802699
5949,6365.10056887,214308.935823,310493.365699,29494.8338336
5950,63738.8522479,117402.128061,241109.432365,29494.8338336
5951,162592.101469,108657.061241,341985.931969,29494.8338336
5952,35617.5792769,74365.8414085,214498.687346,29494.8338336
5953,87049.9862765,115040.318139,301082.699085,29494.8338336
5954,48025.8278314,78769.2882081,262417.143211,29494.8338336
5955,69971.3325232,94331.1692641,219864.801505,27153.4017669
5956,45544.1339785,329919.58921,474602.078352,27153.4017669
5957,62599.5752826,141555.808644,218787.716301,23183.611287
5958,69104.5665894,93816.0960474,188203.786552,57039.9844637
5959,69574.6244182,263116.776543,419035.069679,62164.0935958
5960,41387.2904458,166567.757517,336913.717282,42154.6864895
5961,78866.0983617,133480.494569,236216.862526,42204.8258299
5962,93567.6394763,271690.433458,376448.030893,35989.0434828
5963,89212.929447,122346.548149,356995.108199,35989.0434828
5964,52612.3467452,81749.949168,204576.563047,35989.0434828
5965,90658.7775992,157091.059906,444542.855177,196673.920776
5966,25101.3494471,142104.257027,210798.904259,32664.0026417
5967,78583.5162103,176334.614772,301768.639651,32664.0026417
5968,75374.8791428,72221.86632,170368.544051,34871.0496696
5969,13263.3717096,112343.989172,165107.728514,34871.0496696
5970,56802.985468,87144.0221208,163090.023676,23690.7452702
5971,37394.330434,32657.6426882,80421.5257119,23690.7452702
5972,90439.2064577,123775.542389,286563.888415,43637.4984093
5973,73320.4083717,209382.858703,317987.303439,43637.4984093
5974,29956.5713765,51778.9324877,124419.315116,43637.4984093
5975,45990.3094917,398229.704148,466406.472304,11523.182478
5976,62649.5036132,356349.861829,491154.861578,35155.6640459
5977,112962.456291,54442.4500243,175256.303051,28441.9399705
5978,81434.5314531,246421.271129,440729.982668,17496.5658915
