,lepton_pt_l,MET_l,MT_l,Mll_l,DR_l
0,114820.78956453639,31730.719436333547,182756.71514152482,24427.82985223293,4.519953456372979
1,46607.77995063001,15714.489978345882,82692.3037152874,41678.897948725105,3.115799634512107
2,24877.982585425863,31886.873689423053,60277.834226444225,4717.329840049845,2.812917595882723
3,51914.56595281944,88039.96933046736,305481.5758525251,207278.06280418302,2.9821680176847867
4,140997.71846966533,114835.64334106541,263769.8352216483,29332.479887813188,3.696897863832044
5,140404.32149853348,28333.963314389384,241815.2364828882,69190.88195094868,3.167592456263328
6,50050.82265016302,44287.76492912806,276834.82124565577,31566.369235415783,5.259504298383423
7,46556.755018127034,120609.99334727165,202295.93827899953,47206.02786904806,5.18950385318126
8,37525.43680986418,9945.236220097522,62056.28999847615,3304.061565060719,1.5731816622526351
9,33264.13160436537,60096.478578451824,264182.81916770857,32860.01297906192,5.420455086218555
10,66757.69585030332,73488.7428047828,224933.74728432746,16079.183600078259,0.913220166249768
11,15542.931713319058,82915.26342219452,150644.7018048679,4646.896551116963,0.897900620734329
12,104762.37594001733,103555.97082956706,258174.60609780473,44836.80021848364,1.093786836559024
13,26628.70285142299,55282.94458540254,112501.91783799737,979.3857980552815,4.110544401408015
14,36446.37730152759,74405.77361870014,156202.23315510454,3600.5462434686387,0.9592403814039824
15,4236.524769576566,75841.91617223818,103175.47272725255,22093.168803613273,6.061289483881569
16,22321.23516479229,82484.79389220479,220794.11188023,19211.389921389808,6.574809607419177
17,57628.587881506086,57625.35038198972,380488.9533634478,170160.20968220104,6.91280659437711
18,180322.76660559795,54693.267090708025,310601.87356194,138361.42581198487,1.4740297220516851
19,106315.19044778576,112926.37142023639,335803.6924994412,6458.036260718663,2.8190432195642674
20,1103.6174286487117,130947.02957830876,134753.29748574225,15.142197499669475,0.0344607577321185
21,75962.42320150949,10800.501194782535,99878.71834765554,31618.831558288242,1.0537368377570806
22,39072.523710455076,39471.84343794133,91668.37418523259,17346.21651645119,3.4647685572542954
23,27559.87753275108,75154.24472456862,140032.06757562328,16578.03082854097,1.2775383833563454
24,36618.695928681984,33091.55142721975,87656.33656779189,3101.240262992392,2.408176203319018
25,73101.45919805346,143914.75721433802,228813.23011684287,30346.155867365163,1.1496800938278313
26,14118.07270652684,21566.39985541666,144073.73007234986,1634.4966524170966,1.6072561128355758
27,77905.21103507458,23954.300101327135,115858.11768551187,28724.972142803654,4.192127242071803
28,27707.58170627262,69558.6157155529,108306.14293022707,9835.32306685642,0.6624088534140886
29,23270.893994874612,81910.68411914544,155277.60725869617,10431.269229752934,2.8489619897754106
